prompt,prompt_len,target
" Abdulmutallab was indicted by a federal grand jury on six criminal counts. As a result of the attack, travelers faced increased security and other effects, while the U.S. government saw a backlash to its handling of national security and the incident.  Criminal charges  On December 26, a criminal complaint was filed against Abdulmutallab in the United States District Court for the Eastern District of Michigan, charging him with two counts: placing a destructive device in, and attempting to destroy, a U.S. civil aircraft. The U.S. Attorney's Office assigned to the case federal prosecutors Jonathan Tuke",128,0
" employers in the city were:  Notable people   Joan Baez, folk singer  Isaac Baron, professional poker player,  Lindsey Buckingham, musician  Henry Cowell, composer  Brandon Crawford, San Francisco Giants shortstop  Abby Dahlkemper, Professional Soccer Player, 2019 World Cup Champion with USWNT  Tierna Davidson, Professional Soccer Player, 2019 World Cup Champion with USWNT  Marion Dorn, textile designer  Steve Duda, musician and DJ  Jeanne DuPrau, author  David Eagleman, neuroscientist and author  Nancy Farmer, author  Jerry Garcia",125,1
" album by saxophonist  James Carter recorded in late 1995 and early 1996 and released on the Atlantic label. The album features guest appearances by Lester Bowie, Larry Smith, Harry ""Sweets"" Edison, Hamiet Bluiett and Buddy Tate.  Reception  AllMusic awarded the album 3½ stars with its review by Scott Yanow stating, ""Switching between tenor, alto, baritone and bass clarinet, Carter makes each of his guests feel at home while pushing them to stretch themselves. A consistently colorful and generally swing-oriented set"". Critic Robert Christgau",123,0
" country music 1985 in heavy metal music 1985 in hip hop music 1985 in jazz  Events  January–March January 1 – The newest music video channel, VH-1, begins broadcasting on American cable. It is aimed at an older demographic than its sister station, MTV. The first video played is Marvin Gaye's rendition of ""The Star-Spangled Banner"". January 11 One of the biggest music festivals in the world begins in Rio de Janeiro, Brazil, the Rock in Rio, had a public of 1.5 million people at all, including Iron Maiden, Nina Hagen",132,1
", just follow the instructions, wash your hair in cold water, use a colour care conditioner, et voila...dye that stayes a little longer.  Tuesday, 2 March 2010  I bloody love listening to music in my head phones...i had some super cool ones, with furry zebra print innards to keep my ears cosy. but our dog ate the wire...SHITBAG. so i had none for a while :( booooooo! But then my man gave me an old pair. how kind :). So yes..today was an inside my head music day...Tracy Chapman",122,1
" it.  Gal Gadot is perfect. She also plays Wonder Woman really well. The problems with this Wonder Woman vs. the standalone come down to cinematography. Could you not put her in skin tight pants and stiletto heels? In one scene I thought it was Catwoman or her character from the 5th Fast and Furious movie not Wonder Woman. She is an (beyond) attractive woman, yes, but we don’t need almost every single intro and outro for her being a butt or legs shot. She has a face – focus the camera there ok? Thanks.  Henry Cavill",120,0
. Докладът е неприемлив. Той противоречи на целите в областта на климата на ЕС и ще забави темпа на техническите иновации. Конфедеративната група на Европейската обединена левица - Северна зелена левица ще гласува против доклада. Paul Nuttall,71,0
" by Marc Lamont Hill, Live.HuffingtonPost.com ""Gay Rights in the US, State by State"", GuardianNews.com |- ! scope=""row"" |Outstanding Blog |Rod 2.0Autostraddle blac(k)ademic The New Civil Rights Movement Towleroad |- ! scope=""row"" |Outstanding Music Artist |Adam Lambert, Trespassing (tie)Frank Ocean, Channel Orange (tie) Gossip, A Joyful Noise Scissor Sisters, Magic Hour Rufus Wainwright",102,1
" this song’s about harnessing the power of the party anthem, recognizing the power and ecstasy that accompanies the playing of the perfect party song at the perfect party moment (think of the feeling you get when you hear “Uptown Funk” at the right time of the night). But this song itself is not one of those party anthems. Unlike a party anthem, this song recognizes not only the power of the party anthem, but also the fleetingness of it – it acknowledges that the joy of the party is something that must be consumed quickly, “before the moment’s gone”, as lead singer Alex Turner",124,1
" For her role, Close was met with critical acclaim. David Richards of The New York Times wrote in 1994 that ""Glenn is giving one of those legendary performances people will be talking about years from now. The actress takes breathtaking risks, venturing so far out on a limb at times that you fear it will snap. It doesn't.""[56]  In October 2014, Close returned to Broadway in the starring role of Agnes in Pam MacKinnon's revival of Edward Albee's A Delicate Balance at the Golden Theatre. Her co-stars were John Lithgow as Tobias, Martha Plimpton",133,1
" California By John Muir  National Geographic: Guide to National Parks of the United States By National Geographic  Laws Field Guide to the Sierra Nevada By John Muir Laws  An Illustrated Flora of Yosemite National Park By Steph Botti & Walter Sydoriak  Ishmael: An Adventure of Mind & Spirit By Daniel Quinn  Tree: A natural History of what trees are, how they live, and why they matter By Colin Tudge  The Wild Trees: A story of Passion & Daring By Richard Preston",100,0
"  While in Italy, Philipp fell under the influence of Fascism, or otherwise believed the Bolsheviks to be a greater threat.  On his return to Germany in October 1930, he joined the National Socialist German Workers' Party.  In 1932, he joined the Stormtroopers (SA, commonly referred to as the Brown Shirts), and, the following year, his younger brother Christoph joined the Schutzstaffel (SS).  Later, his two other brothers, including Wolfgang, also joined the SA.  Through his party membership, Philipp became a particularly close friend of Hermann Göring",125,0
"Al dolore ora si aggiunge la beffa e un vile gesto criminale. Segnalazioni sono giunte in queste ore ai carabinieri di Orbetello, in provincia di Grosseto, per una intrusione nella casa in cui viveva Pino Daniele",51,1
" the crew’s obsession with chess—but it’s still raw like cocaine straight from Bolivia. It doesn’t hurt that I’m a total sucker for that U-God verse.  7. Wu-Tang Clan Ain’t Nothin To Fuck Wit  Ernest Wilkins, Digital Producer for RedEye Chicago  Have you ever been jumped? I have! It’s a harrowing experience and I don’t’ recommend it. This song sounds like that. A audio ass-kicking, brought to you with style (Inspectah Deck",112,1
" have alien DNA in our makeup?  Episode 94  To Cindy Crawford and Matt Bomer: If pancakes were made out of a substance that would be hard to digest, would you formulate with a group of scientists a way to create an enzyme that you could take, ingesting, or being injected by, in order to be able to finally enjoy pancakes once again?  Episode 95  To Luke Wilson: Did you have a lot of fun making Bongwater and did you have fun in the forest?  Episode 96  To Rebecca Romijn and David Koechner",120,1
"m. on Sunday. Find highlights such as the Blue Ribbon Pie, a soda flavored with blueberry and lavender, and the Coal Miner's Daughter, a creamed Cheerwine concoction with a candied peanut garnish, all between $1.50 and $4. Thirty-two-ounce growler fills available for $6 to $7, with refills for $4.]  When I think about stopping somewhere to grab a soda, I’m hesitant to admit that the first thing that comes to mind is 7-11 (other than an endless loop of Liz Phair",120,1
"The Police Academy franchise consists of seven feature films, one live-action series, and a cartoon. Despite consistently poor reviews, the first three films made a combined total of more than $578 million (after inflation). The first four movies featured Steve Guttenberg, who achieved mega-stardom from it throughout the 1980s. Along the way, the likes of Kim Cattrall",83,0
" violent storm, his life apparently in danger, badgered by a panicky partner, Bob was imperturbable and supremely competent.  _... His fast gun for hire_    _Heeds the calling wind..._  Or maybe he just wasn't worried because it didn't matter if he dropped the engine and the boat sank. Bob could swim.  Clutching both sides of the bow, I looked beyond the mountainous waves. We were, I saw, somewhere in Squaw Bay, the same thumb-shaped inlet of Lake Monona where, a few years later, Otis Redding",121,1
" this guy?"" ""Yes, Alan, we are ready to let the dogs out."" ""Hey, congrats."" "" Thank you."" ""I love this fucking town."" ""You're not really wearing that, are you?"" "" Wearing what?"" ""The man-purse."" ""You're actually gonna wear that or are you guys fucking with me?"" ""It's where I keep all my things."" ""I get a lot of compliments on this."" ""Plus, it's not a man-purse."" ""It's called a satchel."" ""Indiana Jones wears one."" ""So does Joy Behar",127,0
"  Macartney baronets, of Lish (1799) Sir John Macartney, 1st Baronet (died 1812) Sir William Isaac Macartney, 2nd Baronet (1780–1867) Sir John Macartney, 3rd Baronet (1832–1911) Sir William Isaac Macartney, 4th Baronet (1867–1942) Sir Alexander Miller Macartney, 5th Baronet (1869–1960) Sir John Barrington Macartney, 6th Baronet (1917–1999) Sir John Ralph",146,0
" 1985 performance -Guns N' Roses1990 clip where Slash was drunk and cussing which made them start doing the 7 second delay for live shows. -boy bands from NKOTB to N'Sync, also has a Justin Timerlake interview and clips -Vanilla Ice and the backlash he got as a white rapper -Billy Ray Cyrus (Miley's dad) and getting defensive over people who didn't like ""Achy Breaky Heart"" in 1992 -evolution of sexy performances since 1976 with the Ohio Players and a teeny clip of Britney Spears and Fred Durst",133,1
Clarion Workshop  Clarion is a six-week workshop for aspiring science fiction and fantasy writers. Originally an outgrowth of Damon Knight,27,0
"Hans Brausewetter  Hans Brausewetter (27 May 1899 – 29 April 1945) was a German stage and film actor of the silent era. He appeared in 135 films between 1922 and 1945. He appeared in the 1923 film The Treasure, which was directed by Georg Wilhelm Pabst",84,0
" months in 1988. Between 1989 and 1996, Mr. Comer was housed in Special Management Unit I (""SMU I"") in the Eyman Complex of the Arizona State Prison in Florence, Arizona. Since 1996, Mr. Comer has been housed in SMU II, also in the Eyman Complex. On June 30, 2000, Julie Hall, formerly with the FPD, was substituted for the FPD as habeas co-counsel and filed a notice of appearance. (Dkt. 122.) On or about July 18, 2000, Mr. Comer mailed pro se a letter to Assistant Arizona Attorney General Jon Anderson",155,1
" May 2015 - Grech is currently working in the studio on his 4th album, with producer Peter Miles (record producer). The album working title is ""Hush Mortal Core"". Martin works with TesseracT guitarist Acle Kahney and drummer Jay Postones on the album. On November 15, 2015 new track called ""Mothflower"" was premiered on Daniel P. Carter's Radio 1 Rock Show.  Other work In 2003 Grech was invited to play at the Jeff Buckley tribute concert by Buckley's mother Mary Guibert, at the Garage, Highbury alongside Ed Harcourt",134,1
" useful or funny things to say.  Another thing I thought was cool is that you get the option of having the original Japanese voices with English subtitles or just English voices with English subtitles. I also noticed the familiar voice of Kyle Herbert; I looked into it, and yes, he plays a few characters. He even tweeted, ""wanna hear me be a narrator, old man, ooze, a gay boy band member, a monster, and a mecha? Get Hyperdimension Neptunia MK2."" The Japanese voice actress who plays Nepgear is none other than Yui Horie",118,1
" Kellerman (Sweden)  Rocky the Stone-Age Kid (1940–1943) by Frank Engli (US)  De Rode Ridder (1959– ) by Willy Vandersteen (Belgium)  Rollo Rollingstone (1930–1933) originally by Bruce Barr  Romeo Brown (1954–1963) by Alfred Mazure, Peter O'Donnell and Jim Holdaway (UK)  Romulus of Rome (1961–1963) by Mike Wong and J. P. Cahn (US)  Ronaldinho Gaucho (2006–c. 2011) by Mauricio de Sousa",153,0
" going HERE for SIGNED copies of “A Betrayal In Winter”.Newsarama has been keeping busy with a number of interesting articles including an INTERVIEW with Spawn creator Todd McFarlane that was conducted for the Write Now! magazine issue #16, an INTERVIEW with Austin Grossman, the author of the debut novel “Soon I Will Be Invincible”, NEWS on Wonder Woman and Batman animated DVDs, the latter of which would take place between the films Batman Begins and the forthcoming The Dark Knight, and over at the blog, there is this interesting piece HERE on 44 things said at the Warren Ellis",120,0
"ier has earned all three of his UFC light-heavyweight victories by stoppage.  Johnson had his nine-fight winning streak snapped for his first defeat since January 2012.  Johnson suffered his first submission loss since Jan. 14, 2012 – a span of 1,225 days (more than three years) and 10 fights. He’s been submitted in four of his five career losses.  Johnson landed one knockdown in the fight to bring his total to 11 in his UFC career. That’s tied with Thiago Alves for sixth most in UFC history behind Anderson Silva (17), Chuck Liddell",138,0
", and the nineteenth film in the Marvel Cinematic Universe (MCU). The film is directed by Anthony and Joe Russo, with a screenplay by the writing team of Christopher Markus and Stephen McFeely, and features an ensemble cast including Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Benedict Cumberbatch, Don Cheadle, Tom Holland, Chadwick Boseman, Paul Bettany, Elizabeth Olsen, Anthony Mackie, Sebastian Stan, Danai Gurira, Letitia Wright, Dave Bautista, Zoe Saldana",107,0
"ammal Theni K. Murugan Balakrishnan  Production Bharathiraja introduced his son Manoj as an actor with the film, stating that his son should appear as an actor before fulfilling his dreams of working as a part of the crew. Riya Sen, daughter of Hindi actress Moon Moon Sen was signed on to play the leading female role. Leading film-maker Mani Ratnam wrote the story for the film, while Rajiv Menon was also involved in initial script discussions but opted out after the film became a village-centric project. A. R. Rahman",112,1
"anoi Rocks was a pioneering 1980s glam rock act that left perhaps a deeper mark in the history of popular music than any other Finnish group by being an influence for groups such as Guns 'n' Roses.  In 1990s Finnish rock and metal music started to gain international fame with such bands as The 69 Eyes, Amorphis, Children of Bodom, Ensiferum, Norther, Wintersun, HIM, Impaled Nazarene, Lordi, Negative, Nightwish, The Rasmus, Sentenced, Sonata Arctica, Stratovarius, and Tarja Turunen",128,1
" Romans is a sustained exposition of the Gospel, in the course of which Paul frames the issue in terms of Adam and Christ (Rom 5).  Steve Hays  ""So you think a skeptic, who believes evolution is true & conflicts with Christianity, will more readily accept Christianity if you refute evolution (granted that is possible), than if you show how it is not actually in conflict with Christianity?""  You seem to think this is just a question of harmonizing evolution with Scripture or Christian theology. For instance, BIoLogos contributors (e.g. Peter Enns, Karl Giberson, John Schneider",123,1
"-physique le récit qui secoue les images, les énigmes, les pièges des apparences, le seuil qui sépare l'innocent du coupable, et en brouillant les contours du trio « enquêteur, faux coupable, coupable » il ouvre des abîmes sous l'ordre du visible, jusqu'à la folie.  Quel est le polar métaphysique que vous préférez?  J'ai longuement aimé lire Patricia Highsmith, mais aussi Patricia Cornwell",102,0
". The basic facts.   11 On December 5, 1970, Howard Hughes discharged Robert A. Maheu, thus ending a 14-year relationship involving Maheu, Hughes and Summa.  Thereupon Maheu filed suit in Nevada state court to retain his position, claiming, inter alia, that Hughes had been coerced into firing him or that someone other than Hughes had ordered the firing.  These goings on were widely publicized.  Late in 1971, a major publisher announced plans to publish an ""autobiography"" of Hughes purportedly based upon personal interviews with Hughes by one Clifford Irving",131,0
"Maggie May - Chords, Lyrics and Origins  Origins  Maggie May ('May' is sometimes spelt 'Mae') is a traditional British song from Liverpool. It's not to be confused with the also excellent, but very different, Rod Stewart",50,1
"Saturday 7 October 2017 - Eb & Sparrow SEVEN PIECE BAND!  With an edge that harks back to old time jazz and blues singers, Ebony Lamb of Eb & Sparrow has led her band of talented men on a musical journey that began in 2010. They’ve traversed a pathway that has led them onto stages with an astonishing string of folk-heroes: Rodriguez, Beth Orton",85,1
Peggy (novel)  Peggy is a 1970 historical novel by Lois Duncan,19,0
John Walter Berry,4,1
"campus program, but was re-established as an online/low residency program shortly thereafter.  Degree programs  Writing Seminars B.A. Degree  MFA in Fiction and Poetry  Notable graduates  Chimamanda Ngozi Adichie John Astin Beth Bachmann Russell Baker Ned Balbo Frederick Barthelme Jeffrey Blitz Paul Harris Boardman Jennifer Finney Boylan Lucie Brock-Broido John Gregory Brown Vikram Chandra (novelist) Iris Chang",90,0
" will recede in the coming weeks and months. And there is no high-powered women’s soccer league to continue the marketing push, as the N.B.A. did after the success of the 1992 Olympic Dream Team. Soccer fans and the news media will soon shift some of their focus to the start of the men’s European leagues’ seasons.  Twenty-two of the 23 players from the championship women’s team will reconnect with their regular jobs in the three-year-old National Women’s Soccer League, which has nine teams spread from Boston to Portland, Ore. Carli Lloyd",130,0
" about 65 percent bad.) Since gangsters don’t always make it to their 70s, there’s merit to first-time feature writer Noah Haidle’s notion of how old wise guys spend their later days, alone and uninspired. Val’s best and only friend, Doc (Christopher Walken), picks him up from prison and abides his pal’s requests, though Val realizes Doc’s been assigned to kill Val as retribution for the supposedly accidental shooting that put Val away for 28 years. During their first wild night together in ages, the guys also pick up Hirsch (Alan Arkin",129,1
", James Taylor, AC/DC, and many more. National artists such as Gilberto Gil, Elba Ramalho, Barão Vermelho and Paralamas do Sucesso also perform. Willie Dixon sues Led Zeppelin over the song ""Whole Lotta Love"", on the grounds that it contains too many similarities to his own song ""You Need Love"". The lawsuit is settled out of court. January 28 – Various artists, under the group name USA For Africa, including Ray Charles, Bob Dylan, Michael Jackson, Billy Joel, Cyndi Lauper, Steve Perry, Kenny Loggins",119,1
A Camp  A Camp is the solo side project of Nina Persson,14,1
" 1990, pp. 69–70.  41. Christopher Andrew and Vasili Mitrokhin. _The World Was Going Our Way: The KGB and the battle for the third world_, Basic Books, New York, 2005, pp. 386–92.  Chapter 2 Enter at your own risk  1. Stanley Wolpert, _Shameful Flight: The last years of the British Empire in India_, Oxford University Press, New York, 2009.  2. Dennis Kux, _The United States and Pakistan, 1947–2000: Disenchanted allies_, Woodrow Wilson",144,0
" ""when you had to be an outlaw, or you had to be a real brave soul to get a tattoo.""  With today's ease of tattoo removal and creams to make the process less painful, some of that appeal is gone, he said.  Many artists have showed appreciation for Mark, one of them being singer and songwriter Lana Del Rey who has worked with the tattoo artist on two of her music videos.  Notable Clients A self professed people person, Mark creates a laid back atmosphere in his shop that celebrities appreciate. Here is a list of some of his celebrity clients: Steve Jones",120,1
" and other big names have launched a new voter registration campaign called When We All Vote  Lin-Manuel Miranda is not throwing away his opportunity to vote this November — and he doesn’t want you to either.  Miranda has joined forces with former First Lady Michelle Obama and some other famous friends to launch a new voter registration nonprofit called When We All Vote.  Get push notifications with news, features and more.  In addition to the Hamilton creator and the first lady, the co-chairs of the national nonpartisan organization include actor Tom Hanks, country music stars (and spouses) Faith Hill",119,1
" producer  Corey Smyth – executive producer  Kanye West – performer, writer, producer  Eric Krasno – producer  Soulquarians – producer  J Dilla – producer  DJ Scratch – producer  DJ Quik – performer, producer, mixing  Ayatollah – producer  Supa Dave West – producer  Megahertz – producer  Dahoud Darien – producer  Bilal – performer  Black Thought – performer  Cocoa Brovaz – performer  Kendra Ross – performer, vocals  Mos Def – performer  Novel – performer  Pharoahe Monch",115,1
" had Turner star as a pagan temptress in the Biblical epic The Prodigal (1955), her first CinemaScope feature. She was reluctant to appear in the film because of the character's scanty, ""atrocious"" costumes and ""stupid"" lines, and during the shoot struggled to get along with co-star Edmund Purdom, whom she later described as ""a young man with a remarkably high opinion of himself."" Variety deemed the film ""a big-scale spectacle ...End result of all this flamboyant polish, however, is only fair entertainment."" Turner was next cast in John Farrow",123,0
"  Eric Clapton spent a lot of time on stage at his two–night, 10-hour Crosroads Guitar Festival, held April 12-13 in Madison Square Garden. He opened the event with a five-song acoustic set on Friday and closed out Saturday with his band. In between, the host often became a most welcome guest. Strat in hand, Clapton traded licks with a wide range of the performers he had personally selected to be there. He also spent a lot of time smiling.  Slowhand smiled sitting next to B.B. King, Jimmie Vaughan and Robert Cray",122,1
"Netflix has shared a cryptic teaser, announcing the second part of the supernatural mystery series “The OA.” A premiere date has not yet been announced. The first season of the Brit Marling and Zal Batmanglij-created show debuted in December. Zal’s brother Rostam scored the series. Sharon Van Etten",64,1
" reason all the more important to identify and understand. The abstraction of labor, we will recall, has the effect not only of masking exploitation but also, more generally, of instilling modes of perception that remain focused on the surface of phenomena, conceiving of them in their isolation rather than in their interconnectedness—that is, of precluding access to totality. While in the time of Marx and Engels this habit of fetishized perception was on the increase, it was, in its novelty, still visible as a social phenomenon. Their admiration for the novels of the early nineteenth-century realist novelist Honoré de Balzac",125,0
"ful misunderstanding had been applied by the Daily Mail, they’d reduced it to: “What, you think rape’s funny?” I don’t; that wasn’t what I was saying at all. I was making fun of the way it was written in a local newspaper. But that doesn’t fit in with the way they wanted to tell the story.’  And did the media do this with the whole Radio 2, Sachsgate affair?‘Yes, to some extent. They’re not interested in the whole situation – that would be a bit complicated. They judged us as if me and Jonathan Ross",129,0
" opened fire on the mob. Although the ROC government ordered military forces into Taipei to restore order, rioters continued to do damage to the embassy into the evening. By the end of what became known as Black Friday, 11 Americans, 62 police officers, and 11 rioters were injured and 1 rioter was dead. The police arrested 111. The damage to the U.S. Embassy and USIS buildings totaled over $500,000 ($4 million in 2015 terms).  Aftermath The U.S. government immediately filed a protest with the ROC and accused various ROC officials including Chiang Ching-kuo",139,0
" to make of this?  Well, part of it is he's been unleashed: the Grizzlies have felt stale this season, and desperately needed some additional creativity, aggressiveness and spacing in their backcourt rotation.  Part of this?  Well, he's apparently angry.  Would Chalmers have been doing this with the Heat? Well, he didn't, so the answer is likely no.Not this. And Miami will be fine in its own backcourt rotation, so long as Goran Dragic stays healthy (and gets mentally and emotionally right), Tyler Johnson continues to impress, Gerald Green",122,0
" faculty in an institution of higher learning is a prerequisite for graduating safe nurses in the future. The purpose of this project was to increase each clinical nurse's knowledge and skills for the new role of clinical adjunct nursing faculty. Successful implementation of this program will help promote consistency in effective job performance of clinical adjunct faculty and facilitate achievement of the projected goals and outcomes. This orientation program was presented in a one day face-to-face encounter with twelve (12) adjunct faculty members, tenured and others on the tenured track. These faculty members were hired by City Colleges of Chicago (CCC) School of Nursing Program at the Malcolm X",128,0
" power of our own body,' said Professor Kang Zhang, who led the study at the Shiley Eye Institute, University of California, San Diego.  The researchers, who published their results in Nature, demonstrated a minimally invasive surgical technique that removes the lens without harming a structure in the eye known as the lens capsule. This structure preserves lens epithelial stem cells, which were shown to regenerate functional lenses.  'The basic science research led to the hypothesis that preserving and stimulating autologous stem cells in the eye might promote regeneration of a surgically removed lens. And indeed, their hypothesis was true,' said Dr Dusko Ilic",125,0
" and frankly, in increasing numbers. But take a look around at the average age out there and you'll see that it's almost over. Kids just aren't interested much in cars period, let alone these beasts of the asphalt from five decades ago. My 41 yr old son could care less, and my grandson is a bit more interested, but with a $100,000 plus education ahead he has little time to be thinking about this.  So at least for me, one more summer of it.... sitting here before gym time burning some CDs of Ten Year's After, Byrds (everyone remembers Roger McGuinn",134,1
"akers to drive large-scale necessary change. U.S. leaders have more powerful tools to influence the technological and economic competitiveness of the United States than they have tools to influence China’s competitiveness. They should prioritize accordingly.  Acknowledgments I would like to thank Graham Allison, Jason Matheny, Paul Scharre, Richard Danzig, Matt Daniels, Joseph Nye, Helen Toner, Carrick Flynn, Lora Saalman, Elsa Kania, Ben Chang, and Tim Hwang for for their valuable input, feedback, and suggestions for this report. I would like to thank Jeffrey Ding",114,0
"?v=60MQ3AG1c8o  2. Harlem Shake  This is the latest and youngest viral video. Never would the 5 teenagers of Australia have thought that making a crazy dance video and putting it up online would make them legendary within a short span of a month. It’s now an official Internet meme and the wacky half minute dance has since then been done by 1000s of people across the world, who have uploaded their view does online.  http://www.youtube.com/watch?v=384IUU43bfQ  3. Rebecca Black",128,1
"its Brush's Sands Theatre  Brush News-Tribune Staff  Posted: 11/02/2012 08:44:45 AM MDT  Updated: 11/02/2012 08:47:19 AM MDT  Welcome to the Hotel Transylvania, Dracula’s (Adam Sandler) lavish five-stake resort, where monsters and their families can live it up, free to be the monsters they are without humans to bother them. On one special weekend, Dracula has invited some of the world’s most famous monsters – Frankenstein (Kevin James",130,0
" 592 P.2d 1088 (1979) 39 Or.App. 589 Larry MILLER and Mike Maffett, Appellants, v. The COUNCIL OF the CITY OF GRANTS PASS, Oregon, composed of, John Dunkin, Milo Patino, Eddy Arnold",67,1
"Mean Old Man  Mean Old Man is the 40th studio album by rock and roll pioneer Jerry Lee Lewis. Like his previous album Last Man Standing, this album features duets with famous artists.  Track listing ""Mean Old Man"" (with Ronnie Wood",54,1
" show closed after just nine regular performances. As Sondheim's musicals became increasingly popular, reexaminations of his early rarities led to a resurgence of interest in the show. Songs like ""Everybody Says Don't"" and ""There Won't Be Trumpets"" (cut from the original production), have entered the repertoire of a number of Broadway performers, and the show has been performed (mainly in concert) over the years, most notably in a 1995 concert starring Madeline Kahn and Bernadette Peters, and a 2010 production at New York City Center Encores! with Donna Murphy, Sutton Foster",129,1
"  I wrote this poem a week ago, and it feels fitting to share it today. I wrote it not about the break up, though it’s about the darkness and emptiness a person (a woman) who’s anxious.  For those of you interested in the theology of the poem, that’ll be at the bottom. Otherwise, take the poem for how you understand it.  *Homo in Curvatus in Se  And the eye that eyes itself is your eye And the ear that hears itself is too near… You’re getting too close to your source –Andrew Bird",121,1
"itz. A backbench revolt in 1943 resulted in his resignation and replacement by Sir Basil Brooke (later Viscount Brookeborough), although he was recognised as leader of the party until 1946.  Brookeborough, despite having felt that Craigavon had held on to power for too long, was Prime Minister for one year longer. During this time he was on more than one occasion called to meetings of the Grand Orange Lodge of Ireland to explain his actions, most notably following the 1947 Education Act which made the government responsible for the payment of National Insurance contributions of teachers in Catholic Church-controlled schools. Ian Paisley",131,0
Should Sailors Marry?  __NOTOC__  Should Sailors Marry? is a 1925 American silent comedy film featuring Oliver Hardy,29,0
" quarters, to eventual champion Justine Henin-Hardenne. Her next tournament was the Internazionali B.N.L D'Italia Open. She lost in the semifinals to Swiss Patty Schnyder, in three sets after winning the first set. Her final clay tournament of the year was the French Open where she reached the quarterfinals. In the quarters she lost to Justine Henin-Hardenne, for the second and final time in the season.  Grass court season Sharapova successfully defended her title in Birmingham, defeating future rivals Samantha Stosur",113,0
", connecting with Interstate 65 approximately 35 miles away, near Portland.  Other secondary state highways include Tennessee State Route 261 and Tennessee State Route 262.  Sneed Boulevard is used as a bypass that connects Route 52 to the Lafayette Industrial Park, which is located in the northern section of the city.  Airport  Located two miles west of downtown, air service in Lafayette is provided by Lafayette Municipal Airport. The facility includes a runway with dimensions of 5,200 by 75 feet.  Notable people  John Washington Butler, state legislator  Hillous Butrum - Country music guitarist.  Rita Coolidge",136,1
"It's been a long time coming, but X-Men: First Class finally touched down in cinemas this week to near unanimous critical praise -- indeed, writers have been inventing superlatives to describe its awesomeness (see?), while fans are falling over themselves to see it. In short, it's a triumph: without doubt one of the very best superhero movies ever made.  The reasons for the movie's brilliance are myriad. Great casting. Cool '60s setting. January Jones",102,0
"eldof, who was frontman for Irish new wave band The Boomtown Rats.  The original song from 1984, which raised 8 million pounds ($11 million), featured some of the era’s biggest acts including U2’s Bono, George Michael and David Bowie. It has been re-recorded twice in 1989 and 2004.  Bono will be joined this time by Robert Plant, frontman of rock band Led Zeppelin, Coldplay lead singer Chris Martin and singers Ed Sheeran and Sam Smith.  “It’s huge to be involved,” Niall Horan",126,1
"This weekend's MTV VMA show is going to be a giant Justin Timberlake fest. In addition to his six nominations and the Michael Jackson Video Vanguard Award he'll receive, the New York Post (via Billboard) reports that he'll reunite with his 'NSync groupmates for a performance.  The boy band-- Timberlake, Joey Fatone",72,1
"  Kaine has run an upbeat, come-together, almost sentimental campaign.  “We are going to send a message of hope this November,” Kaine has been telling crowds. “We don’t have to accept divisiveness or bitterness or anger,” he said at a recent debate.  His campaign made “America’s Dad” placards, an embrace of the meme that took hold on Twitter and among late night comedians during the 2016 campaign depicting the senator as a mild-mannered, lovably corny dad. Or “A human sweater vest,” as HBO’s John Oliver",125,0
" votes.  Some precincts in Texas have still not reported final numbers, and there have been discrepancies noted between the vote counts reported on the Secretary of State’s website and various county voter registrar’s totals, particularly for larger metro areas. As a result, some race results are still unknown, and some races are so close that a recount is nearly certain.  Federal races  The presidential race at the top of the ballot drew a number of voters, particularly on the Democratic side where multiple candidates have been vying to become the party’s nominee. Here in Texas, former Vice President Joe Biden",120,0
" protesters who were killed in clashes with security forces.  Many rallied on Kyiv's Maidan square, chanting: ""Revolution, Revolution,"" and denouncing Russian intervention in Ukraine. Elsewhere in the capital, a group of demonstrators smashed windows ad ransacked a branch of a Russian bank.  Minor scuffles in the evening as groups of rival demonstrators faced off on city streets and brief clashes with security forces were reported.  WATCH: Protesters Smash Up Russian Bank In Kyiv (natural sound)  In a speech, President Petro Poroshenko",109,0
" than $125 (including for Cesc Fabregas and Diego Costa) and Arsenal more than $103 million. English clubs have spent about $300 million on Spanish players. But, according to FIFA, Spain's current spending is closing on $600 million and already three times higher than last year's pre-season transfer window.  A spending splurge by Real Madrid and Barcelona has accounted for the buying. Barcelona paid Liverpool more than $125 million for Luis Suarez, while Real Madrid spent a reported $108 million on Monaco's James Rodriguez and more than $35 million on German World Cup midfielder Toni Kroos",138,0
"The Abbey Road Sessions  Abbey Road sessions or The Abbey Road Sessions may refer to:   Abbey Road Sessions, a 1997 live solo album by Mike Peters  Abbey Road Sessions, music recording sessions conducted at Abbey Road Studios  The Abbey Road Sessions (DVD), a 2006 live DVD by Donavon Frankenreiter  The Abbey Road Sessions (EP), a 1999 EP by Embrace  The Abbey Road Sessions (Kylie Minogue album), 2012  The Abbey Road Sessions (Ian Shaw album), 2011  The Abbey Road Sessions/The Walk, a 2005 album by Steven Curtis Chapman",137,1
