prompt,prompt_len,target
" the 1960s, and of which some of Mao's highest lieutenants privately despaired. But of course Mao, as Mr. Terrill discerns, was a man uneasy with stability, a man always intent on stirring the pot, a man who believed a nation was strengthened by turmoil and upheaval.  For those of us who spent long years assailed by the propaganda bombast that accompanied the personality cult surrounding Mao, perhaps the most heartening revelation is that Mao himself was somewhat embarrased by much of it. All this, it turns out, may have been the sly work of Lin Biao",125,0
" but endeavors to approach respectfully, as closely as possible, to the spirit of the masters. Sometimes a flash of genius springs from his brain and illumines to the depths of its mysteries the Gothic universe; but nothing is suggested that does not spring from a prolonged observation, and when at last he speaks it is in the tone of a man who mistrusts himself. It must be confessed that in this work, ""The Cathedrals of France,"" something is lacking, even though it is prefaced by a long and very learned introduction by one of our good writers, Charles Morice",116,1
"Earlier today was UK indie promotion Southside Wrestling’s final event. It is best known as the show WWE pulled talent from, and then AEW would step in help.  During the show, Cody Rhodes",42,0
"When Republicans went after Debo Adegbile — President Barack Obama’s former nominee to the Civil Rights Division of the Justice Department — they focused their fire on his prior professional obligations as a defense attorney, in particular his work in the defense of Mumia Abu-Jamal",56,1
" the US Senate for 36 years from 1979-2015. As the longest serving senator in Michigan state history, Levin became a staunch supporter of the armed services through his work and leadership as Chairman and Ranking Member of the Senate Committee on Armed Services.  DDG 120 will be built in the Flight IIA configuration with the Aegis Baseline 9 Combat System which includes Integrated Air and Missile Defense capability. Delivery to the fleet is planned for Fiscal Year 2021.  In addition to Carl M. Levin (DDG 120), BIW has four additional Arleigh Burke class destroyers under construction – Daniel Inouye",138,0
" of Sanskrit, Latin and Greek conjugations in the late 1760s to suggest a relationship among them. Thomas Young first used the term Indo-European in 1813, deriving from the extremes of the language family. A synonym is Indo-Germanic, specifying the familys southeasternmost and northwesternmost branches, a number of other synonymous terms have also been used. Franz Bopps Comparative Grammar appeared between 1833 and 1852 and marks the beginning of Indo-European studies as an academic discipline, the classical phase of Indo-European comparative linguistics leads from this work to August Schleicher",129,1
"wall hockey this week – 11 combined NHL and college hockey games spanning the next seven days, with at least one game every night – highlighted by NBC’s primetime presentation of the NHL Stadium Series on Saturday at 8 p.m. ET, when rookie phenom Dylan Larkin and the Detroit Red Wings face off against Matt Duchene and the Colorado Avalanche at Coors Field in Denver, Colo., home of Major League Baseball’s Colorado Rockies.  NBC’s weekend hockey coverage continues Sunday with a matchup of Stanley Cup Final frontrunners in the NHL Game of the Week, as Patrick Kane",123,0
" 71 Accordingly, the judgment of the district court is AFFIRMED.    Notes:   1  See list compiled by Adam Joshua Smargon atwww.smargon.net/nicknames.   2  What in the worldis a ""Billiken""?   3  As evidence of the Banana Slug's uniqueness, we offer this: of all the nicknames to choose from, acclaimed film director Quentin Tarantino selected it to appear in one of the memorable scenes of his 1994 classic, ""Pulp Fiction."" Although the movie includes scores of unique scenes (film critic Roger Ebert",120,1
" mindset was described for me by reader John Burns of Raleigh, N.C., in an excellent letter in which he outlined the concept of ""a law beyond the law"":  As an attorney, precision in language is, of course, of paramount importance, and accusations of fascism which all too easily fly back and forth do very little to advance reasoned debate.  Nevertheless, there are ominous signs of, if not fascism, then something very closely approximating it. I came across the quotation below in an article in the Fall 2002 issue of Litigation magazine, written by Robert Aiken, called 'Hans Frank",123,0
". With the CDM role such a priority, the chances are this price will be met and equal the club transfer record currently held by Riyad Mahrez.  Harry Maguire  Featuring as a potential signing for Man United last week by thefootballmancave.com, Maguire may not be a bad move to City either and finding negatives for the England international is a tricky one.  Admired by Guardiola, Maguire knows the league better than any up and coming foreign star. At 26 years old, he can play in this City team with John Stones",112,0
"More specifically, the catalytic activity of HKUST-1 has been investigated. HKUST-1 has been particularly well recognized for its high catalytic activity especially when the axial aqua ligands are removed via activation. FIG. 10 illustrates schematically the activation of HKUST-1. Activation gives unsaturated metal sites without affecting the rigid framework of the MOF [Schlichte, K.; Kratzke, T.; Kaskel, S.; Microporous and Mesoporous Materials. 2004, 73: 81-85.; and Lien T. L. Nguyen, Tung T. Nguyen, Khoa D. Nguyen",131,0
" it for a second?  Well, it just so happens that there are a lot of other novels out there in which horrible stuff happens to a whole bunch of children, which we guess is supposed to be some metaphor for society’s corrupting influence, or something. And don’t worry, they’re not all tragic and depressing! Well, okay, most of them are. But a lot of them are quite good! Check out our picks for kids and adults who are looking for some Hunger Games-like reading material, after the jump.  In this seven-book series by Margaret Peterson Haddix",124,1
" to your own stories. So whether you’re writing a campaign or playing one, joining the Dungeon and Dragons craze can help you become a better writer by showing you exactly what makes a good story.  Paloma Gratereaux is a junior double-major at SUNY Purchase and recent founder of the African American Women Writers Book Club. The club meets biweekly on Mondays at 6:30 p.m. in the Multicultural Center. Shortly after the club’s first meeting, the two of us sat down for a conversation about representation, reading for leisure, and Zora Neale Hurston",121,1
 start your application process. Applicants are to furnish to the MBA the following details:  Full name  Full blog address  Email address  Contact Mobile Number  Gender  Age  Profession  Failure to furnish the above stated details will render such applications to be deleted without any further notice. Thank you. The Muslim Bloggers Alliance.  Mahaguru58 on TV1 'BLOG'  Mahaguru58 on Astro Awani 1st  Mahaguru58 on Astro Awani  Signs of Asmaul Husna,109,0
" debut novels have been recognised: Saunders, a prolific US short story writer, is longlisted for his much-praised debut novel Lincoln in the Bardo (Bloomsbury). The father-and-son story, which has already secured a film deal, features Abraham Lincoln and is set in 1862 against the background of the American Civil War. And fellow American Emily Fridlund is longlisted for History of Wolves (Weidenfeld & Nicolson), set in a dying commune in the American Midwest.  The other authors to have made the cut on the 13-strong literary line-up are Colson Whitehead",127,1
"Category: Shoes  “To serve is beautiful, but only if it is done with joy and a whole heart and a free mind.” — Pearl S. Buck",33,1
" Philip Dental Hospital  Highways, roads, and bridges  : Prince Philip Drive, St. John's  : Prince Philip Drive  Parks    : Prince Philip Park  See also  Duke of Edinburgh  List of titles and honours of Queen Elizabeth II  List of titles and honours of Charles, Prince of Wales  List of titles and honours of King George VI  List of titles and honours of Elizabeth Bowes-Lyon  List of titles and honours of Mary of Teck  List of titles and honours of Prince Arthur, Duke of Connaught and Strathearn",115,0
" fortnight's voyage. For the remainder of 1969, the destroyer remained in her home port.  Wiltsie conducted an ASW training operation early in January 1970 and returned to San Diego on 8 January. Between that day and 15 April, Wiltsie remained in port. During this time, she suffered hull damage while moored alongside John W. Thomason. ""Exceptionally high winds"" buffeted the ships together when a mooring camel between the two ships overturned, opening riveted seams in Wiltsies hull. On 13 March 1970, Wiltsie was drydocked at the San Diego Marin",136,0
Kevin Smith,3,0
"And through the spaces of the dark  The midnight shakes my memory  As a madman shakes a dead geranium.  No one had written like that in English before. The geranium was Laforgue's. A sworl of exciting ideas and images surrounded Tom, and he was able to synthesise many of them in startling combinations. Undergirded by all his American reading and experiences, this was the making of him, the making of his style.  Alain-Fournier urged him to read recent French poetry by the Catholic poet Paul Claudel. Also verse by Charles Péguy",121,1
"That’s right. Receipts for thee, but not for me!  @marthamaccallum U C no value in Star Trek film? Don't U know it was Team Building. Don't U want them happy? Sarcastically I say. — LookUpFolks (@lookupfolks) June 6, 2013  A reminder about that disgrace:  ICYMI: MT @TwitchyTeam Mock Spock: Issa on what IRS division head was doing during wasteful conferences http://t.co/i3prrs6b0S — Michelle Malkin",122,1
"  “Smollett may have benefited from celebrity justice,” Georgetown University law professor Jonathan Turley also tweeted. “Like the Epstein case, it is not clear if the problem was an absence of blind justice or of equal justice. What is clear, however, is that this represents a travesty of justice.”  Bet it turns out Jesse had the same lawyer as Jeffrey Epstein.https://t.co/RcZ61TUb1f — Gerry Conway (@gerryconway) March 27, 2019  Conservative pundit and The Daily Wire editor-in-chief Ben Shapiro",125,1
" off, though Conte has also impressed with his willingness to change tactics depending on the opposition. Although he is famed for his intense, attacking style, the young manager has also tightened up his side’s defence, largely with the same personnel as last season.  That said, there has been a lot of activity in the transfer market with general manager Beppe Marotta responsible for a major overhaul of the playing squad since his arrival from Sampdoria in May 2010. Although the club’s fans may have been disappointed that no major star arrived this summer after talk of Sergio Aguero, Giuseppe Rossi",123,0
" core will be scattered across the cosmos, leaving behind the core as a neutron star. These expunged particles will eventually combine with other particles and form new celestial bodies such as planets, stars and entire galaxies over billions of years of development. They will also provide the deposits that are now found on Earth.  This has been the prevailing theory concerning the development of the elements heavier than iron since the 1950s. That is because elements heavier than iron require intense amounts of energy that are only possible within objects as hot as an active star.  However, professor Lattimer and his advisor Princeton University professor Adam Burrows",126,0
", still the country's dominant general-interest papers, 2007 was the year everything began to fall apart. With the financial crisis looming, and heavily burdened by the costs of a new skyscraper they moved into that year, the Times would soon go hat in hand to mogul Carlos Slim for a $250 million loan. This forced the company to rent out most of the floors of its new headquarters, which Sulzberger Jr. had envisioned as the home for a powerful new multimedia empire. At the Post, Katharine Weymouth, very much her grandmother's girl—she even sometimes wore Katharine Graham",126,1
" ""For the past hour, I have my eyes fixed on the doors here,"" he said. ""You talk about fascism and police repression. In Germany when I was a student, they come through those doors long ago. Here they must be very slow.""  Grass was enjoying himself for the first time all evening. He was not simply saying, ""You really don't have so much to worry about."" He was indulging his sense of the absurd. He was saying: ""You American intellectuals — you want so desperately to feel besieged and persecuted!""  He sounded like Jean-François Revel",119,1
" California By John Muir  National Geographic: Guide to National Parks of the United States By National Geographic  Laws Field Guide to the Sierra Nevada By John Muir Laws  An Illustrated Flora of Yosemite National Park By Steph Botti & Walter Sydoriak  Ishmael: An Adventure of Mind & Spirit By Daniel Quinn  Tree: A natural History of what trees are, how they live, and why they matter By Colin Tudge  The Wild Trees: A story of Passion & Daring By Richard Preston",100,1
John Kasich,4,0
"asthenia_, 27.  . _L1_, 594; Vittoz, _Treatment of Neurasthenia_, 37.  . _L1_, plate 30.  . _L1_, 750.  . Vittoz, _Treatment of Neurasthenia_, 54.  . Ibid., 62.  . Ibid., 68, 96.  . _L1_, 608–9.  . _L1_, 609.  . _L1_ ; 'The Love Nest', Otto Harbach",130,1
" to the New York Times saying I didn’t like your article about Trump. They throw it in the shredder. On Twitter I communicate directly with the writers. It’s a breakdown of all the institutions,” he says. “I really do think this stuff matters in the election. I have 1.5 million views of my tweets every 28 days. It’s a much bigger audience than I would have gotten if I called people up and said, ‘Did you ever consider Trump for President?’”  Trolling is, overtly, a political fight. Liberals do indeed troll–sex-advice columnist Dan Savage",128,1
"CoEd golf team looks forward to a successful season  Although other sports are winding down their summer training, the CoEd golf team has already kicked off the fall season with a strong start since mid-August and is nearing to a close with their last match on Sept. 11.  Players are anticipating a good season after winning matches against Fairfax, South Lakes, McLean and Langley High Schools, as well as having a team filled with strong members, such as junior Julie Luo and sophomore Nathan Chu",101,0
"right, Arthur  ### Y  Young Communist League (YLC), 4.1, 4.2, 4.3  Youth sexuality, politicizing  ### Z  Zeppelins, dreams of  Zetkin, Clara  Theodor Adorno  In Search of Wagner  Minima Moralia  Quasi una Fantasia  Theodor Adorno et al.  Aesthetics and Politics  Giorgio Agamben  Infancy and History  Aijaz Ahmad  In Theory  Louis Althusser",105,0
"le had a small party, including Harrison Ford and The Rolling Stones, and served a potent liquor (which the Pythons had been distributing to extras on their film, to help boost morale) that he referred to as ""Tunisian Table Cleaner"". They stayed up most of the night drinking and having fun. The first scenes shot the next day were the arrival at Cloud City, which she says helps explain why she and Ford were so happy in those scenes. Idle is said to be pleased that he had a small hand in how the finished film turned out.  George Lucas was so impressed by Frank Oz",122,0
". In another part of Edinburgh, a woman dies alone, leaving behind only her name, Mrs Walker, and a series of curiosities – a silver spoon, a bone-handled hairbrush, Brazil nuts, an orange - traces of a history, of another life. The two are strangers and yet their lives are fated to become inexorably intertwined.  Chosen as Waterstones Scottish Book of the Month for March, The Other Mrs Walker has already garnered lavish praise, with The Herald describing it as ‘one of the strongest debuts of the year’, earning its author comparisons with Kate Atkinson",119,1
"31. ""A Successful Program of Alternative Civilian Service in Taiwan"" _JW Broadcasting_, August, 11, 2017, accessed March 25, 2018,  32. ""There is No Sect, There are No Problems,"" _portal-credo.ru_, December 28, 2017, accessed March 28, 2017, http://www.portal-credo.ru/site/?act=news&id=129229. For English Translation, see http://www2.stetson.edu/~psteeves/relnews/171228a.html  33. Andrew Katz",152,0
" organization whose charitable goal is to provide persons infected with the HIV virus and/or with AIDS a place of abode in Corozal, Puerto Rico. Plaintiff, Graciano Pérez, is a resident of Corozal with HIV positive who has been promised permanent dwelling at the proposed HAVED home. The remaining plaintiffs are HAVED's directors. Defendants Jorge Suárez and Baudilla Albelo Suárez (""Owners"") have title to a property in fee simple located in Corozal which they negotiated to rent/sell to HAVED. Defendants Milton Dolittle and Antonio Padilla",114,0
The BBC has made a multimillion-pound bid to keep James May,15,1
"liver Tambo, the acting president of the African National Congress, and James Chikerema, Vice-President of the Zimbabwe African People's Union, announced a military alliance between the ANC and ZAPU, which were fighting the white minority regimes in South Africa and Rhodesia, respectively. Born: Satya Nadella, Indian-born American business executive and CEO of Microsoft since 2014; in Hyderabad, Andhra Pradesh state Died:  Hugo Gernsback, 83, Luxembourg-born American science fiction publisher, for whom the Hugo Award is named Isaac Deutscher",117,1
"vid-thumb-wrap -->             </div><!--.video-list -->         </div><!--.span4 -->          <div class=""span4"">             <div class=""vid-thumb-wrap"">                 <img class=""thumbnail stretch moveback"" src=""<?php echo base_url('assets/img/video-screenshot3.jpg');?> "">                  <div class=""vid-title"">                     <h5>Q&A From Lengendary Pottery Teacher</h5>                     <p>By <a href=""#"">George Alex",105,0
" thought of around these parts as No. 18, the quarterback who led the Colts to an NFL championship.  He’ll be remembered, too, for his record four MVP awards, his 50,000 yards passing and his 200 consecutive starts. Most of all, Manning will be the guy in the horseshoe helmet who turned around a franchise and transformed a basketball-loving city into a football hotbed that hosted the Super Bowl a month ago.  Arizona, Miami, Tennessee, Washington and the New York Jets all have been rumored as possible destinations; Manning’s former offensive coordinator in Indianapolis, Tom Moore",130,0
" London’s first cholera epidemic in 1832 tipped the balance and Parliament approved removing burial from church controls. Of course, the cemetery had to pay a fee to any clergy who lost money on parishioners’ final disposition.  Kensal Green’s first burial was Margaret Gregory in January 31, 1833. Famous and Curious Cemeteries says, “The directors were so happy to have her that, at their own expense, they erected a tablet to her memory.”  The sarcophagus of Princess Sophia, in front of the Anglican Chapel, from a postcard photo taken by Robert Stephenson",125,0
"David Copperfield_ Tennyson, _In Memoriam_  1851 | |  The Great Exhibition at the Crystal Palace in Hyde Park, supported by Prince Albert, a great success. Ruskin, _The Stones of Venice_  1852 | |  Thackeray, _Henry Esmond_  1853 | |  Vaccination against smallpox becomes compulsory.   Dickens, _Bleak House_    Charlotte Brontë, _Villette_    Gaskell, _Cranford_    Matthew Arnold",108,1
" of Sanskrit, Latin and Greek conjugations in the late 1760s to suggest a relationship among them. Thomas Young first used the term Indo-European in 1813, deriving from the extremes of the language family. A synonym is Indo-Germanic, specifying the familys southeasternmost and northwesternmost branches, a number of other synonymous terms have also been used. Franz Bopps Comparative Grammar appeared between 1833 and 1852 and marks the beginning of Indo-European studies as an academic discipline, the classical phase of Indo-European comparative linguistics leads from this work to August Schleicher",129,1
"A former American intelligence official says Israel’s men in Washington, DC are creating hurdles in the way of a final agreement between the P5+1 and Iran over Tehran’s nuclear energy program in order to gain the Zionist hegemony in the Middle East.  Scott Rickard, an international peace activist and ex-US intelligence linguist in Florida, made the remarks in a phone interview with Press TV on Sunday while commenting on US Secretary of State John Kerry",92,0
" William Morris, in imaginative and in day-to-day polemical writing alike, sought to body forth a vision of the actual social and personal relations, the values and attitudes consonant with a Society of Equals, that he remains the greatest moral initiator of Communism within our tradition. And I hope that this Society will foster an understanding of this central greatness.  THIS HOMAGE FIRST APPEARED IN 1960 IN _ESSAYS IN LABOUR History_, a collection of articles gathered in memory of the late G. D. H. Cole (1889–1969), edited by Asa Briggs",126,0
"ević started his career at local HNK Hajduk, where he became a key player at only 18, eventually winning the 1992 Sportske novosti Yellow Shirt award, issued to the best footballer playing in the Croatian League at the end of every season.  Afterwards, Vučević was bought by Johan Cruyff's FC Barcelona. During his five-year stay, he could never break into the first team, which also featured – as the clubs in Spain were not allowed to field more than three foreign players at the same time – Luís Figo, Gheorghe Hagi",124,0
" 1986) 5¢ Luis Muñoz Marín (released February 18, 1990) 6¢ Walter Lippmann (released September 19, 1985) 7¢ Abraham Baldwin (released January 25, 1985) 8¢ Henry Knox (released July 25, 1985) 9¢ Sylvanus Thayer (released June 7, 1985) 10¢ Richard Russell (released May 31, 1984) 10¢ Red Cloud (released August 15, 1987) 11¢ Alden Partridge (released February 12, 1985) 13¢ Crazy Horse (released January 15, 1982) 14¢ Sinclair Lewis",181,1
" owned by Karen's friend Joe Loop who ran the little club ""The Attic"" in Boulder in the early 60's, were released on Megaphone in 2007 and 2008 as live album ""Cotton eyed Joe"" and home recorded album ""Green rocky road"".   The compilation tribute album, Remembering Mountains: Unheard Songs by Karen Dalton, was released in 2015 by folk label Tompkins Square. In similar fashion to Wilco and Billy Bragg’s adaptions of Woody Guthrie songs in Mermaid Avenue, the album features adaptations of Dalton's work by artists including Patty Griffin",129,0
" and not to handle the ceremonial dagger known as an athame.    But it’s not only the BBC and the police getting clued up. Druidism has just been given official recognition as a religion by the Charity Commission — with the tax exemptions and other ‘rights’ that follow.    Jailed druids are now allowed to take twigs, or ‘magic wands’, into their prison cells, and are being given official days off prison work to worship the sun.    Critics say that this growing acceptance of primitive beliefs as a new faith undermines our social values.    Mike Judge",117,1
", still the country's dominant general-interest papers, 2007 was the year everything began to fall apart. With the financial crisis looming, and heavily burdened by the costs of a new skyscraper they moved into that year, the Times would soon go hat in hand to mogul Carlos Slim for a $250 million loan. This forced the company to rent out most of the floors of its new headquarters, which Sulzberger Jr. had envisioned as the home for a powerful new multimedia empire. At the Post, Katharine Weymouth, very much her grandmother's girl—she even sometimes wore Katharine Graham",126,1
" at, 131;     paintings placed in it by the Duke of Buckingham, _ib._;     Pepys's visit to, 132;     streets built on its site, 135    York Stairs, description of, 134    York Buildings, waterworks, 135, 445    York Buildings, Water Company, 445    Young, Charles, the actor, 323, 335     Zoffany, the artist, 303;     Garrick's patronage of, 304   THE END.     FOOTNOTES:  [1] Tom Taylor",141,1
" appearance"" and ""I did it without thinking."")  judgment, opinion, or belief (""According to his thought, honesty is the best policy."")  the ideas characteristic of a particular place, class, or time (""Greek thought"")  the state of being conscious of something (""It made me think of my grandmother."")  tending to believe in something, especially with less than full confidence (""I think that it will rain, but I am not sure."")  Definitions may or may not require that thought  take place within a human brain (see anthropomorphism),  take place as part of a living biological system (see Alan Turing",127,0
"GROUND The government claimed that Garcia was involved in a conspiracy to transport marijuana from Tucson, Arizona to Columbus, Ohio.  The evidence disclosed that money received from the drug conspiracy was used to fund the operation of a radio station in Tucson called ""Radio Pantera.""   The evidence also indicated that the deposits into Radio Pantera's corporate account had been structured to avoid the Internal Revenue Service's reporting requirements. As part of Garcia's defense, he claimed that the money he allegedly laundered was generated by legitimate businesses in Mexico.  To lay an evidentiary foundation for the admission of certain business documents, Garcia called Francisco Javier",126,0
" Center and the music building and began to lock down the rest of the campus. Smith said security had locked down about three-quarters of the buildings in about 20 minutes when it learned St. James was arrested in Poulsbo by Kitsap County sheriff deputies. The campus was reopened and the Communications Department e-mailed information about the incident to staff.  It’s the campus alerts from the Communications Department that could be stronger in an emergency situation, Martin said.  A campus-wide e-mail about the incident was sent about an hour after St. James’ arrest, but college spokeswoman Jennifer Hay",124,0
" the outstanding judgment, sterling character, and clear sense of purpose needed to guide his sometimes wayward protégé; he saw that the volatile Hamilton needed a steadying hand. Hamilton, in turn, contributed philosophical depth, administrative expertise, and comprehensive policy knowledge that nobody in Washington's ambit ever matched. He could transmute wispy ideas into detailed plans and turn revolutionary dreams into enduring realities. As a team, they were unbeatable and far more than the sum of their parts.  Nonetheless, the two men had clashing temperaments and frequently showed more mutual respect than true affection. When Charles Willson Peale",122,0
"Joe Dante just can’t get away from movie trailers – although, in fairness, he isn’t trying very hard. The renowned director of Piranha,The Howling, and the two Gremlins movies broke into the movie business cutting trailers for legendary schlockmeister Roger Corman. Now, in between movie projects, he curates the hugely entertaining website Trailers from Hell!, where he and his fellow TFH “gurus” like Eli Roth, John Sayles",96,0
" her freestyle scored a 30, and the 30 she scored on Tuesday was her fourth perfect score of the season, giving her the most of any contestant on the show.  Ballas, who has been on the show for 18 of its 22 seasons, was celebrating his 30th birthday during the episode. He won Season 6 with figure skater Kristi Yamaguchi, and on Season 8, he helped Olympic gymnast Shawn Johnson to the crown.  VanZant was looking to become the eighth athlete to take home the Mirror Ball Trophy in 22 seasons of the show. NFL Hall of Famer Emmitt Smith",133,0
" in the battery must have been killed earlier.  Monday, August 27, 2018  There is a splendid account of the fighting on June 22, 1864, in a memoir in the Library of Congress ascribed to ""J. W. F. Hatton"" of the Confederate 1st Maryland Battery. However, page 261 of Goldsborough's ""Maryland Line in the Confederate Army"" reports that J. W. F. Hatton was killed in action earlier in the war. Fortunately, page 271 lists two other Hattons who may have authored the memoir: R. H. S. Hatton and Joseph Hatton",140,1
" McMillan and myself for the amusement of listeners.  Episode 65 was supposed to be a piercing search by the two of us for the more-than-two-of-you for the secrets to the considerable success of one Steve Gerber and his run on a Marvel series from the '70s popularly known as The Defenders. I would like to say we were successful but, um, well, you will hear for yourselves.  We do discuss it, mind you, but alas we also discuss Carrier IQ for the first batch of minutes, a big pile of books by Kieron Gillen",121,1
" really was the nearest book sitting on my desk. The sentence in question is ""Ich sitze hier in meiner kleinen Stube, ich, Brigge, der achtundzwanzig Jahre alt geworden ist und von dem niemand weiß."" After I pause to look up Stube, this translates to ""I sit here in my little room, I, Brigge, who is twenty-eight years old and of whom nobody knows."" Ouch.  Last night's show was just fine. I guess the Rabbit Hole is a sort of venerable folkie place; like Elliott Smith",116,0
"ck shows just such a row of equally placed stones dividing churchyard from parkland' (Phelps, p. 54).  'To that last nothing under earth': from Tennyson's 'The Two Voices' (l. 332).  limber: a dialect word meaning weak, infirm, or frail (used also to describe Fanny Robin in _Far from the Madding Crowd_, WE, p. 317).  ran away with the singer: editions before WE have 'actor'. The story is based upon 'the famous elopement in 1764' of Lady Susan Strange",127,1
" Hindustan in every direction, and to have been carried to Ceylon, and to the eastern peninsula.  But afterwards it had to endure in India a long continued persecution, which ultimately had the effect of entirely abolishing it in the country where it had originated, but to scatter it widely over adjacent countries.  Buddhism appears to have been introduced into China about the year 65 of our era.  From China it was subsequently extended to Corea, Japan, and Java.  The charming poem called the Light of Asia, by Mr. Edwin Arnold",111,1
" Netherlands: Brill, pp. 67–149.  Brecht, Bertolt (1964) _Brecht on Theatre: The Development of an Aesthetic_. Trans. John Willett. New York: Farrar, Straus and Giroux.  —— (1965) ""Praise of Communism."" In _The Mother_. Trans. Lee Baxandall. New York: Grove Press.  —— (1976) _Poems_. Ed. John Willett et al. New York: Methuen.  —— (1977) ""Against Georg Lukács."" Trans. Stuart Hood",128,1
"garden's Screaming Life and Nirvana's Bleach as well as for the bands Green River, Screaming Trees, L7, The Gits, Hole, 7 Year Bitch, and TAD helped to define the grunge sound. An example of the lower cost production approach is Mudhoney; even after the band signed to Warner Music, ""[t]rue to [the band's] indie roots... [they are]... probably one of the few bands that would have to fight [their label] to record for a lower budget rather than a higher one.""  Steve Albini",120,1
" have trouble seeing in the fog, but can hear Chamalis pursuing them. He shoots and injures Carmichael, and corners them beneath a pier. Mary begs him, as proof of his love for her, not to kill Carmichael. Chamalis agrees, but tells her he does not want her anymore. The sheriff arrives with a mob, and Chamalis allows himself to be taken away. Mary returns to Carmichael's side aboard the ship as it prepares to set sail.  Cast  Production The film is based on the bestseller The Barbary Coast (1933) by Herbert Asbury",122,1
John Walter Berry,4,0
" the ""Vanguard."" Born 1859, at Portland, Arkansas--Studied at Branch Normal College--Graduated At Roger Williams' University, Tennessee, Mainly by His Efforts this College Only on Paper in 1887, has now Grounds and Buildings Worth over $50,000 and Several Hundred Students.]     CHAPTER XV.   At the Arkansas State election in 1876 I was selected as Presidential elector, receiving the highest vote on the Republican ticket. The national election of that year was followed by the memorable canvass of the contested vote for Rutherford B. Hayes",121,0
" album by saxophonist  James Carter recorded in late 1995 and early 1996 and released on the Atlantic label. The album features guest appearances by Lester Bowie, Larry Smith, Harry ""Sweets"" Edison, Hamiet Bluiett and Buddy Tate.  Reception  AllMusic awarded the album 3½ stars with its review by Scott Yanow stating, ""Switching between tenor, alto, baritone and bass clarinet, Carter makes each of his guests feel at home while pushing them to stretch themselves. A consistently colorful and generally swing-oriented set"". Critic Robert Christgau",123,1
"1974)  Prime Minister - Aklilu Habte-Wold, Prime Minister of Ethiopia (1961–1974)  Gabon President - Léon M'ba, President of Gabon (1960–1964) Prime Minister - Léon M'ba, Prime Minister of Gabon (1957–1961)  Ghana President - Kwame Nkrumah, President of Ghana (1960–1966)  Guinea President - Ahmed Sékou Touré, President of Guinea (1958–1984)  Ivory Coast President - Félix Houphouët-Boigny",142,0
CoEvolution Quarterly  CoEvolution Quarterly (1974–1985) was a journal descended from Stewart Brand,26,1
" No Longer Passing The Soaps Fugard And Cavett Visit The Daytime Shows This Week  By Marianne Costantinou, Daily News Staff Writer  Posted: September 07, 1988  He is a crusty old sea captain, a prisoner of his wheelchair and his deranged daughter. Sometime this week, with a bullet lodged in his chest, he will rescue a pregnant woman his daughter is holding hostage in the lighthouse.  It is not an unlikely plot in soapdom, but the role is played by a surprising new face in daytime TV: Athol Fugard",120,1
" Bathurst.  Whilst better known for his exploits in Holdens, Peter ‘Perfect’ did occasionally race for other teams. In 1988, still with his iconic Mobil 1 colour scheme, Peter took up the wheel of a BMW E30 M3, finishing 12th in the shootout. The car sadly retired on lap 89, robbing both Brock and his co-driver Neil Compton of a finish. The year after witnessed an even more radical departure for Brock, as he raced a Sierra RS500 at Bathurst! Number: 56, Race: Bathurst 1000, Driver: Peter Brock, Jim Richards",135,0
Delfina Guzmán  Delfina Guzmán Correa (born 7 April 1928) is a Chilean actress. She has appeared in more than 30 films and television shows since 1968. She starred in the 1968 Raúl Ruiz,58,0
" have called plagiarism on the winning Danish entry to Eurovision “Only Teardrops”. They say that the song is very similar to that of the Dutch pop group K-Otic who sang “I Surrender”. A number of other…  Denmark have won the 2013 Eurovision Song Contest with the song “Only Teardrops” by Emmelie de Forest. The song scored 281 points, one of lowest scores in recent years. Denmark scored points off of every country apart from San…  15 facts down 11 to go so far we know that Bonnie had 2 different names before becoming Bonnie Tyler",129,0
" producer Verity Lambert, and the three women got approval from the BBC. In the course of realising the project, Brown and her colleagues found they had to remove a number of misconceptions and inaccuracies from the scripts written by male writers. Brown referred to these as ""the male point of view"".  Shoulder to Shoulder was first broadcast in six parts in 1974. Brown (and others) sang the theme song for the series, ""The March of the Women"", and she took the role of working class activist Annie Kenney, alongside Siân Phillips and Angela Down, as Emmeline and Sylvia Pankhurst",124,1
"), this award honors an actor whose work exemplifies brilliance, independence and integrity. Recent recipients include: Ellen Burstyn, 2016 Richard Gere, 2015 Jeremy Irons, 2014 Harrison Ford, 2013 Judy Davis, 2012 Terence Stamp, 2011 Robert Duvall, 2010 Robert Redford, 2009 Maria Bello, 2008 Robin Williams, 2007 Ed Harris, 2006 Joan Allen, 2005 Chris Cooper, 2004 Dustin Hoffman, 2003 Kevin Spacey, 2002 Stockard Channing, 2001 Winona Ryder",155,0
ets award: William Dickey for Of the Festivity  American Academy of Arts and Letters  American Academy of Arts and Letters Gold Medal in Poetry: Conrad Aiken  Marjorie Peabody Waite Award: Dorothy Parker  Poetry Magazine  Levinson prize: Stanley Kunitz  Oscar Blumenthal prize: Siydney Goodsir Smith  Eunice Tiejens prize: Mona Van Duyn  Bess Hokin prize: Charles Tomlinson  Union League Civic and Arts Foundation prize: Jean Garrigue  Vachel Lindsay prize : Hayden Carruth  Harriet Monroe,108,1
